"Reference";"BroadFunction";"Protein";"Chr";"Strand";"G.Start";"G.End";"G.Size..nt.";"Inter.genic";"Start..cum.";"End..cum.";"N..Introns";"Size..nt..sum";"Size_prot.aa.";"Final.Description";"Closest.Organism..excl..Ophios.Sporothrix.";"Closest.Organism..excl..O.novo.ulmi.only.";"KEGG_KO.";"KEGG_Name";"Blast2GO_Annotation";"X.GO.Terms";"GO.Terms";"Enzyme.Code";"CAZy";"MEROPS_family";"SignalP";"Alterna_Splice";"SMURF";"Notes";"gene_ID"
"330";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7304";"VII";"+";"395.405";"396.626";1.222;759;"26.890.820";"26.892.041";3;319;300;"Mitochondrial phosphate carrier protein";"Penicillium roqueforti";"Penicillium roqueforti";"K15102";"SLC25A3, PHC, PIC; solute carrier family 25 (mitochondrial phosphate transporter), member 3";"mitochondrial phosphate carrier protein";3;"C:integral to mitochondrial inner membrane; F:inorganic phosphate transmembrane transporter activity; P:phosphate ion transmembrane transport";"-";"";"";"N";"";"cluster gene";"";"g7304"
"331";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7305";"VII";"-";"396.939";"397.989";1.051;312;"26.892.354";"26.893.404";2;136;304;"Putative uncharacterized protein";"Scedosporium apiospermum";"Scedosporium apiospermum";"";"";"n-terminal domain protein";0;"-";"";"";"";"N";"";"cluster gene";"";"g7305"
"332";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7306";"VII";"-";"398.747";"400.271";1.525;757;"26.894.162";"26.895.686";4;277;415;"Sterigmatocystin 8-O-methyltransferase";"Scedosporium apiospermum";"Scedosporium apiospermum";"";"";"o-methyltransferase";4;"F:methyltransferase activity; F:transferase activity; P:methylation; F:O-methyltransferase activity";"";"";"";"N";"";"cluster gene";"";"g7306"
"333";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7307";"VII";"-";"401.103";"402.917";1.815;831;"26.896.518";"26.898.332";4;330;494;"Uncharacterized monooxygenase";"Scedosporium apiospermum";"Scedosporium apiospermum";"";"";"fad binding domain protein";4;"P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:monooxygenase activity";"";"";"";"N";"";"cluster gene";"";"g7307"
"334";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7308";"VII";"+";"404.525";"406.463";1.939;1.607;"26.899.940";"26.901.878";3;226;570;"Major facilitator superfamily (MFS) transporter";"Scedosporium apiospermum";"Scedosporium apiospermum";"";"";"major facilitator superfamily transporter";2;"C:integral to membrane; P:transmembrane transport";"";"";"";"N";"";"cluster gene";"";"g7308"
"335";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7309";"VII";"+";"409.176";"410.282";1.107;2.712;"26.904.591";"26.905.697";0;0;368;"Putative uncharacterized protein";"Fusarium fujikuroi";"Fusarium fujikuroi";"";"";"hypothetical protein VDAG_05636";6;"P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus";"";"";"";"N";"";"cluster gene";"";"g7309"
"336";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7310";"VII";"-";"410.584";"411.640";1.057;301;"26.905.999";"26.907.055";2;178;292;"Peptidase S15";"Scedosporium apiospermum";"Scedosporium apiospermum";"";"";"n-terminal domain protein";0;"-";"";"";"";"N";"";"cluster gene";"";"g7310"
"337";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7311";"VII";"-";"412.760";"413.882";1.123;1.119;"26.908.175";"26.909.297";1;67;351;"Protein TOXD";"Scedosporium apiospermum";"Scedosporium apiospermum";"";"";"zinc-binding dehydrogenase family";6;"P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding; F:zinc ion binding; F:enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity; F:alcohol dehydrogenase (NAD) activity";"";"";"";"N";"";"cluster gene";"";"g7311"
"338";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7312";"VII";"+";"414.600";"423.296";8.697;717;"26.910.015";"26.918.711";3;195;2.833;"Polyketide synthase (PKS)";"Scedosporium apiospermum";"Scedosporium apiospermum";"K12431";"pks2; polyketide synthase 2";"hybrid pks-nrps";5;"F:transferase activity; P:metabolic process; F:nucleotide binding; F:catalytic activity; F:phosphopantetheine binding";"";"";"";"N";"";"backbone-PKS";"";"g7312"
"339";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7313";"VII";"+";"424.018";"424.434";417;721;"26.919.433";"26.919.849";0;0;138;"Putative uncharacterized protein";" ";"";"";"";"---NA---";0;"-";"";"";"";"N";"";"cluster gene";"";"g7313"
"340";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7314";"VII";"-";"424.739";"425.974";1.236;304;"26.920.154";"26.921.389";0;0;411;"GPCR, PTH11-type Fragment";"Trichoderma reesei";"Trichoderma reesei";"";"";"integral membrane protein";0;"-";"";"";"";"N";"";"cluster gene";"";"g7314"
"341";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7315";"VII";"+";"428.122";"429.879";1.758;2.147;"26.923.537";"26.925.294";1;87;556;"Possible O-methylsterigmatocystin oxidoreductase (CYP5442A1)";"Pestalotiopsis fici";"Pestalotiopsis fici";"";"";"cytochrome p450 3a5";10;"F:heme binding; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:electron carrier activity; F:molecular_function; P:oxidation-reduction process; F:oxidoreductase activity; C:cellular_component; F:metal ion binding; F:monooxygenase activity";"";"";"";"N";"";"cluster gene";"";"g7315"
"342";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7316";"VII";"-";"430.676";"431.806";1.131;796;"26.926.091";"26.927.221";1;51;359;"Nicotinamide mononucleotide adenylyl transferase";"Eutypa lata";"Ophiostoma piceae";"K06210";"NMNAT; nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]";"nicotinamide mononucleotide adenylyl transferase";2;"P:biosynthetic process; F:nucleotidyltransferase activity";"EC:2.7.7.0";"";"";"N";"";"cluster gene";"";"g7316"
"343";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7317";"VII";"-";"432.657";"434.180";1.524;850;"26.928.072";"26.929.595";3;225;432;"DnaJ protein homolog xdj1";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"heat shock protein dnaj";8;"C:cytoplasm; P:DNA replication; P:protein folding; F:heat shock protein binding; F:ATP binding; F:unfolded protein binding; F:zinc ion binding; P:response to heat";"-";"";"";"N";"";"cluster gene";"";"g7317"
"344";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7318";"VII";"+";"435.042";"437.102";2.061;861;"26.930.457";"26.932.517";4;237;607;"Glutamyl-tRNA synthetase";"Magnaporthe oryzae";"Ophiostoma piceae";"K01885";"EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]";"glutamyl-trna synthetase";3;"F:aminoacyl-tRNA ligase activity; P:tRNA aminoacylation for protein translation; F:nucleotide binding";"-";"";"";"N";"";"cluster gene";"";"g7318"
"345";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"SM_BackBone";"OphioH327gp7319";"VII";"-";"437.403";"438.577";1.175;300;"26.932.818";"26.933.992";1;95;359;"COP9 signalosome complex subunit 5";"Grosmannia clavigera";"Ophiostoma piceae";"K09613";"COPS5, CSN5; COP9 signalosome complex subunit 5 [EC:3.4.-.-]";"cop9 signalosome complex subunit 5";5;"F:metal ion binding; C:cytoplasm; F:metallopeptidase activity; P:proteolysis; C:signalosome";"-";"";"M67A";"N";"";"cluster gene";"";"g7319"
"346";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp0164";"I";"-";"682.604";"684.262";1.659;1.366;"682.604";"684.262";1;57;533;"Cytochrome P450 (CYP544A9)";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"cytochrome p450";6;"F:heme binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; F:electron carrier activity; P:oxidation-reduction process";"-";"";"";"N";"";"";"";"g0164"
"347";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp0962";"I";"-";"3.682.031";"3.683.897";1.867;446;"3.682.031";"3.683.897";4;310;518;"Benzoate 4-monooxygenase (CYP570B4)";"Grosmannia clavigera";"Ophiostoma piceae";"K15004";"CYP12; cytochrome P450, family 12 [EC:1.14.-.-]";"cytochrome p450";3;"F:metal ion binding; P:metabolic process; F:oxidoreductase activity";"-";"";"";"N";"";"";"";"g0962"
"348";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp1077";"I";"-";"4.141.864";"4.143.660";1.797;932;"4.141.864";"4.143.660";3;192;534;"Pisatin demethylase (CYP5077C1)";"Podospora anserina";"Ophiostoma piceae";"K07436";"CYP24A1; cytochrome P450, family 24, subfamily A, polypeptide 1 (vitamin D3 24-hydroxylase) [EC:1.14.13.126]";"benzoate 4-monooxygenase cytochrome";2;"F:oxidoreductase activity; F:binding";"-";"";"";"N";"";"";"";"g1077"
"349";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp1468";"I";"-";"5.589.257";"5.591.072";1.816;403;"5.589.257";"5.591.072";2;121;564;"Benzoate 4-monooxygenase (CYP577A16)";"Grosmannia clavigera";"Ophiostoma piceae";"K00488";"CYP27A; cytochrome P450, family 27, subfamily A (cholestanetriol 26-monooxygenase) [EC:1.14.13.15]";"benzoate 4-monooxygenase cytochrome p450";2;"F:metal ion binding; F:oxidoreductase activity";"-";"";"";"N";"";"";"";"g1468"
"350";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp1504";"I";"+";"5.691.215";"5.692.825";1.611;1.67;"5.691.215";"5.692.825";0;0;536;"Isotrichodermin/trichothecene C-15 hydroxylase (CYP65CF1)";"Fusarium oxysporum";"Ophiostoma piceae";"";"";"cytochrome p450";8;"F:metal ion binding; P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding; F:oxidoreductase activity; F:electron carrier activity; F:iron ion binding; F:monooxygenase activity";"";"";"";"N";"";"";"";"g1504"
"351";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp1524";"I";"-";"5.754.260";"5.755.953";1.694;900;"5.754.260";"5.755.953";3;152;513;"Ent-kaurene oxidase (CYP54C7)";"Fusarium graminearum";"Fusarium graminearum";"K07430";"CYP7B; cytochrome P450, family 7, subfamily B (oxysterol 7-alpha-hydroxylase) [EC:1.14.13.100]";"cytochrome p450";6;"F:heme binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; F:electron carrier activity; P:oxidation-reduction process";"-";"";"";"N";"";"";"";"g1524"
"352";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp1645";"I";"+";"6.220.861";"6.222.470";1.61;1.755;"6.220.861";"6.222.470";1;65;514;"Cytochrome P450 (CYP609D1)";"Eutypa lata";"Ophiostoma piceae";"K00517";"E1.14.-.-; genes in multiple pathways";"cytochrome p450 6a1";2;"F:oxidoreductase activity; F:binding";"-";"";"";"N";"";"";"";"g1645"
"353";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp2373";"II";"-";"2.096.480";"2.098.069";1.59;1.278;"9.034.412";"9.036.001";0;0;529;"Sterol demethylase (CYP51F1)";"Leptographium 'qinlingensis'";"Ophiostoma piceae";"K05917";"CYP51; cytochrome P450, family 51 (sterol 14-demethylase) [EC:1.14.13.70]";"eburicol 14a-demethylase";9;"F:sterol 14-demethylase activity; F:electron carrier activity; F:iron ion binding; F:heme binding; P:ergosterol biosynthetic process; P:methylation; F:methyltransferase activity; C:endoplasmic reticulum; P:oxidation-reduction process";"EC:1.14.13.70; EC:2.1.1.0";"";"";"N";"";"";"";"g2373"
"354";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp2620";"II";"-";"3.066.809";"3.068.529";1.721;179;"10.004.741";"10.006.461";1;62;552;"Pisatin demethylase (CYP532A14)";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"cytochrome p450";8;"F:heme binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; P:methylation; F:electron carrier activity; P:oxidation-reduction process; F:methyltransferase activity";"EC:2.1.1.0";"";"";"N";"";"";"";"g2620"
"355";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp2623";"II";"-";"3.081.281";"3.082.849";1.569;229;"10.019.213";"10.020.781";0;0;522;"Cytochrome P450 (CYP559B3)";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"cytochrome p450";2;"F:oxidoreductase activity; F:binding";"-";"";"";"N";"";"";"";"g2623"
"356";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp2788";"II";"-";"3.649.412";"3.651.007";1.596;213;"10.587.344";"10.588.939";0;0;531;"O-methylsterigmatocystin oxidoreductase (CYP621D3)";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"cytochrome p450 1a2";6;"F:heme binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; F:electron carrier activity; P:oxidation-reduction process";"-";"";"";"N";"";"";"";"g2788"
"357";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp2972";"II";"-";"4.328.181";"4.329.789";1.609;1.617;"11.266.113";"11.267.721";1;64;514;"Pisatin demethylase (CYP65CD1)";"Glarea lozoyensis";"Glarea lozoyensis";"K07428";"CYP4X; cytochrome P450, family 4, subfamily X [EC:1.14.14.1]";"cytochrome p450 monooxygenase";2;"F:oxidoreductase activity; F:binding";"-";"";"";"N";"";"";"";"g2972"
"358";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp3187";"II";"+";"5.083.280";"5.086.636";3.357;1.463;"12.021.212";"12.024.568";0;0;1.118;"Bifunctional CYP450:NADPH-P450 reductase (CYP505S1; fatty acid hydroxylase)";"Pseudocercospora fijiensis";"Ophiostoma piceae";"K00517";"E1.14.-.-; genes in multiple pathways";"fatty acid hydroxylase";1;"F:oxidoreductase activity";"-";"";"";"N";"";"";"";"g3187"
"359";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp3194";"II";"-";"5.115.811";"5.117.583";1.773;1.846;"12.053.743";"12.055.515";4;210;520;"Averantin oxidoreductase (CYP65BB4)";"Pestalotiopsis fici";"Ophiostoma piceae";"K15005";"CYP28; cytochrome P450, family 28 [EC:1.14.-.-]";"cytochrome p450 monooxygenase";6;"F:heme binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; F:electron carrier activity; P:oxidation-reduction process";"-";"";"";"N";"";"";"";"g3194"
"360";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp3693";"III";"-";"47.652";"49.333";1.682;658;"13.803.295";"13.804.976";1;59;540;"Benzoate 4-monooxygenase (CYP53E2)";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"cytochrome p450 benzoate 4-monooxygenase";6;"F:heme binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; F:electron carrier activity; P:oxidation-reduction process";"-";"";"";"N";"";"";"";"g3693"
"361";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp4127";"III";"-";"1.682.710";"1.684.224";1.515;97;"15.438.353";"15.439.867";0;0;504;"Isotrichodermin/trichothecene C-15 hydroxylase (CYP65CE1)";"Sordaria macrospora";"Sporothrix schenckii";"";"";"cytochrome p450";2;"F:oxidoreductase activity; F:binding";"-";"";"";"N";"";"";"";"g4127"
"362";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp4302";"III";"+";"2.325.920";"2.327.542";1.623;2.714;"16.081.563";"16.083.185";0;0;540;"Cytochrome P450 (CYP529A5)";"Grosmannia clavigera";"Sporothrix schenckii";"K07410";"CYP1B1; cytochrome P450, family 1, subfamily B, polypeptide 1 [EC:1.14.14.1]";"cytochrome p450";8;"F:heme binding; C:membrane; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; P:mycelium development; F:electron carrier activity; P:oxidation-reduction process";"-";"";"";"N";"";"";"";"g4302"
"363";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp4453";"III";"+";"2.854.044";"2.855.756";1.713;1.332;"16.609.687";"16.611.399";0;0;570;"Cytochrome P450 (CYP617A9)";"Grosmannia clavigera";"Ophiostoma piceae";"K07440";"CYP46; cytochrome P450, family 46, subfamily A (cholesterol 24(S)-hydroxylase) [EC:1.14.13.98]";"cytochrome p450 97b3";2;"F:oxidoreductase activity; F:binding";"-";"";"";"N";"";"";"";"g4453"
"364";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp4471";"III";"+";"2.918.934";"2.920.601";1.668;3.144;"16.674.577";"16.676.244";0;0;555;"Putative alkane monooxygenase (CYP539A17)";"Togninia minima";"Ophiostoma piceae";"";"";"cytochrome p450 52a5";3;"F:metal ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity";"-";"";"";"N";"";"";"";"g4471"
"365";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp4783.1";"IV";"-";"403.475";"404.314";840;689;"17.828.890";"17.829.729";1;60;259;"Putative CYP450 pseudogene/fragment";"Gaeumannomyces graminis";"Gaeumannomyces graminis";"";"";"related to cytochrome p450";5;"P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding; F:electron carrier activity; F:iron ion binding";"";"";"";"N";"";"";"";"g4783"
"366";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp5008";"IV";"-";"1.185.204";"1.186.781";1.578;1.857;"18.610.619";"18.612.196";0;0;525;"Pisatin demethylase (CYP536A6)";"Chaetomium thermophilum";"Ophiostoma piceae";"K07436";"CYP24A1; cytochrome P450, family 24, subfamily A, polypeptide 1 (vitamin D3 24-hydroxylase) [EC:1.14.13.126]";"cytochrome p450";6;"F:heme binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; F:electron carrier activity; P:oxidation-reduction process";"-";"";"";"N";"";"";"";"g5008"
"367";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp5461";"IV";"-";"2.817.459";"2.818.679";1.221;1.535;"20.242.874";"20.244.094";0;0;406;"Benzoate 4-monooxygenase (CYP673C5)";"Aspergillus oryzae";"Aspergillus oryzae";"";"";"benzoate 4-monooxygenase cytochrome p450";6;"F:heme binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; F:electron carrier activity; P:oxidation-reduction process";"-";"";"";"N";"";"";"";"g5461"
"368";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp5504.1";"IV";"-";"2.949.742";"2.953.883";4.142;565;"20.375.157";"20.379.298";2;104;1.345;"Dual oxidase/fused cytochrome P450 (CYP6006A1)";"Colletotrichum gloeosporioides";"Ophiostoma piceae";"K13411";"DUOX, THOX; dual oxidase [EC:1.6.3.1 1.11.1.-]";"protein";7;"P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding; F:electron carrier activity; F:iron ion binding; P:response to oxidative stress; F:peroxidase activity";"";"";"";"Y";"";"";"";"g5504"
"369";"Comeau; Martha Nigg; Sbaraini; Thais C.Oliveira; Anna Fijarczyk";"CYP450";"OphioH327gp5543";"IV";"+";"3.082.470";"3.085.896";3.427;4.377;"20.507.885";"20.511.311";1;85;1.113;"Bifunctional CYP450:NADPH-P450 reductase (CYP505A28; fatty acid hydroxylase)";"Grosmannia clavigera";"Ophiostoma piceae";"K14338";"cypD_E, CYP102A2_3; cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]";"bifunctional p-450:nadph-p450 reductase";6;"F:metal ion binding; F:monooxygenase activity; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; ; F:organic cyclic compound binding; P:oxidation-reduction process";"-";"";"";"N";"";"";"";"g5543"
